"Name","MEDDRA_prefLabel","identical","MEDDRA_ID","url","classified_as","classified_as_ID","classifies","classifies_ID","subclassof","subclassof_ID"
"Blood cytokine test","Blood cytokine test",TRUE,10069599,"http://purl.bioontology.org/ontology/MEDDRA/10069599","Cytokine test","10077352",NA,NA,NA,NA
"Buccal mucosal roughening","Buccal mucosal roughening",TRUE,10048479,"http://purl.bioontology.org/ontology/MEDDRA/10048479",NA,NA,"Rough mouth, Roughness oral","10049330, 10039236","Oral soft tissue signs and symptoms","10031021"
"Pituitary-dependent Cushing's syndrome","Pituitary-dependent Cushing's syndrome",TRUE,10035109,"http://purl.bioontology.org/ontology/MEDDRA/10035109",NA,NA,"Cushing's disease","10011651","Anterior pituitary hyperfunction","10002700"
"Administration site induration","Administration site induration",TRUE,10075939,"http://purl.bioontology.org/ontology/MEDDRA/10075939",NA,NA,NA,NA,"Administration site reactions NEC","10057196"
"Pharyngeal abscess","Pharyngeal abscess",TRUE,10067781,"http://purl.bioontology.org/ontology/MEDDRA/10067781",NA,NA,"Nasopharyngeal abscess, Parapharyngeal abscess, Retro-pharyngeal abscess, Retro-pharyngeal abscess NOS, Parapharyngeal abscess NOS, Retropharyngeal abscess","10074683, 10033886, 10038958, 10038960, 10033887, 10038984","Upper respiratory tract infections NEC, Upper respiratory tract infections","10045573, 10046309"
"Muscle electrostimulation therapy","Muscle electrostimulation therapy",TRUE,10052969,"http://purl.bioontology.org/ontology/MEDDRA/10052969",NA,NA,NA,NA,"Muscle therapeutic procedures","10028321"
"Biopsy bronchus normal","Biopsy bronchus normal",TRUE,10004749,"http://purl.bioontology.org/ontology/MEDDRA/10004749",NA,NA,"Bronchial biopsy normal","10006415","Respiratory tract and thoracic histopathology procedures","10006472"
"Anticoagulation drug level","Anticoagulation drug level",TRUE,10060318,"http://purl.bioontology.org/ontology/MEDDRA/10060318",NA,NA,NA,NA,"Therapeutic drug monitoring analyses","10043411"
"Pyelogram retrograde abnormal","Pyelogram retrograde abnormal",TRUE,10037594,"http://purl.bioontology.org/ontology/MEDDRA/10037594",NA,NA,"Retrograde pyelogram abnormal","10038969","Urinary tract imaging procedures","10046570"
"Hyperadrenalism","Hyperadrenalism",TRUE,10020562,"http://purl.bioontology.org/ontology/MEDDRA/10020562",NA,NA,"Hyperplasia adrenal","10020719","Metabolic disorders NEC, Endocrine and metabolic secondary hypertension, Adrenal cortical hyperfunctions","10027428, 10052741, 10001341"
"Personal relationship issue","Personal relationship issue",TRUE,10076937,"http://purl.bioontology.org/ontology/MEDDRA/10076937",NA,NA,NA,NA,"Social issues NEC","10070967"
"Urine cannabinoids increased","Urine cannabinoids increased",TRUE,10062228,"http://purl.bioontology.org/ontology/MEDDRA/10062228",NA,NA,"Urine cannabinoids NOS increased","10048303","Toxicology laboratory analyses","10044261"
"Claudication of jaw muscles","Claudication of jaw muscles",TRUE,10009243,"http://purl.bioontology.org/ontology/MEDDRA/10009243",NA,NA,NA,NA,"Peripheral vasoconstriction, necrosis and vascular insufficiency","10034640"
"Disease susceptibility","Disease susceptibility",TRUE,10074870,"http://purl.bioontology.org/ontology/MEDDRA/10074870",NA,NA,"Predisposition to disease","10063579","General signs and symptoms NEC","10018072"
"Pathological doubt","Pathological doubt",TRUE,10077176,"http://purl.bioontology.org/ontology/MEDDRA/10077176",NA,NA,NA,NA,"Thinking disturbances","10043434"
"Intentional product misuse","Intentional product misuse",TRUE,10074903,"http://purl.bioontology.org/ontology/MEDDRA/10074903",NA,NA,"Intentional misuse, Intentional misuse by dose change, Intentional drug misuse, Intentional misuse in dosing frequency","10058995, 10065969, 10065679, 10065972","Intentional product misuses","10079157"
"Renal sympathetic nerve ablation","Renal sympathetic nerve ablation",TRUE,10074864,"http://purl.bioontology.org/ontology/MEDDRA/10074864",NA,NA,"Renal artery denervation, Renal artery ablation","10073052, 10073050","Autonomic nerve therapeutic procedures","10003838"
"Anti-Muellerian hormone level","Anti-Muellerian hormone level",TRUE,10075156,"http://purl.bioontology.org/ontology/MEDDRA/10075156",NA,NA,"Anti-Mullerian hormone level","10075130","Reproductive hormone analyses","10038589"
"New daily persistent headache","New daily persistent headache",TRUE,10076678,"http://purl.bioontology.org/ontology/MEDDRA/10076678",NA,NA,NA,NA,"Headaches NEC","10019233"
"Fallopian tube cyst","Fallopian tube cyst",TRUE,10050697,"http://purl.bioontology.org/ontology/MEDDRA/10050697",NA,NA,"Tubo-ovarian cyst","10070075","Ovarian and fallopian tube cysts and neoplasms, Reproductive neoplasms female benign NEC","10033121, 10038596"
"Adnexal torsion","Adnexal torsion",TRUE,10072943,"http://purl.bioontology.org/ontology/MEDDRA/10072943",NA,NA,"Ovarian torsion, Adnexal torsion involving hydatid of Morgagni, Torsion of ovary, Fallopian tube torsion","10033280, 10069059, 10044069, 10071319","Ovarian and fallopian tube disorders NEC","10013342"
"Mast cell activation syndrome","Mast cell activation syndrome",TRUE,10075217,"http://purl.bioontology.org/ontology/MEDDRA/10075217",NA,NA,NA,NA,"Immune and associated conditions NEC, Haematological disorders","10027682, 10018847"
"Facial paralysis","Facial paralysis",TRUE,10016062,"http://purl.bioontology.org/ontology/MEDDRA/10016062",NA,NA,"Bell's palsy, VIIth nerve palsy, Facial palsy aggravated, Palsy Bells, VIIth nerve paralysis, Facial droop, Paralysis facial, Facial palsy","10004223, 10059820, 10048564, 10033559, 10050040, 10016044, 10033808, 10016060","Facial cranial nerve disorders","10016054"
"Disseminated varicella zoster vaccine virus infection","Disseminated varicella zoster vaccine virus infection",TRUE,10076667,"http://purl.bioontology.org/ontology/MEDDRA/10076667",NA,NA,NA,NA,"Herpes viral infections, Vaccination related complications","10019972, 10068755"
"Herpes simplex test negative","Herpes simplex test negative",TRUE,10077970,"http://purl.bioontology.org/ontology/MEDDRA/10077970",NA,NA,"Herpes simplex antibody negative, Herpes simplex serology negative","10058594, 10062595","Virus identification and serology","10047490"
"Chronic kidney disease","Chronic kidney disease",TRUE,10064848,"http://purl.bioontology.org/ontology/MEDDRA/10064848",NA,NA,"Kidney failure chronic, Renal failure chronic aggravated, Chronic kidney disease stage 2, Chronic kidney disease stage 4, Renal failure chronic, Chronic renal failure worsened, Chronic renal failure, Chronic kidney disease stage 3, Chronic kidney disease stage 1, Preterminal renal insufficiency, Irreversible renal failure, Insidious renal failure, Chronic renal insufficiency","10023420, 10038445, 10076409, 10076411, 10038444, 10009121, 10009119, 10076410, 10076408, 10065230, 10022997, 10022436, 10050441","Renal failure and impairment","10038443"
"Chronic tic disorder","Chronic tic disorder",TRUE,10076661,"http://purl.bioontology.org/ontology/MEDDRA/10076661",NA,NA,"Chronic motor or vocal tic disorder, Chronic motor tic disorder","10068454, 10009005","Neurological signs and symptoms NEC, Tic disorders","10029306, 10043835"
"Norepinephrine","Norepinephrine",TRUE,10050925,"http://purl.bioontology.org/ontology/MEDDRA/10050925",NA,NA,NA,NA,"Adrenal medulla tests","10001373"
"Neuropathic muscular atrophy","Neuropathic muscular atrophy",TRUE,10075469,"http://purl.bioontology.org/ontology/MEDDRA/10075469",NA,NA,"Neural atrophy, Denervation atrophy","10075473, 10049643","Neuromuscular disorders NEC, Muscle related signs and symptoms NEC","10029318, 10028326"
"Nuclear magnetic resonance imaging heart","Nuclear magnetic resonance imaging heart",TRUE,10076374,"http://purl.bioontology.org/ontology/MEDDRA/10076374",NA,NA,"Cardiac MRI","10076378","Cardiac imaging procedures","10007574"
"Absent bowel movement","Absent bowel movement",TRUE,10077302,"http://purl.bioontology.org/ontology/MEDDRA/10077302","Constipation","10010774",NA,NA,NA,NA
"Rhesus antigen negative","Rhesus antigen negative",TRUE,10076521,"http://purl.bioontology.org/ontology/MEDDRA/10076521",NA,NA,"Rh-negative, Rhesus negative","10039017, 10039043","Blood grouping and cross-matching analyses","10005570"
"Blood zinc increased","Blood zinc increased",TRUE,10005868,"http://purl.bioontology.org/ontology/MEDDRA/10005868",NA,NA,"Plasma zinc increased, Zinc increased, Zn increased, Serum zinc increased, Zinc high","10035475, 10048262, 10048276, 10040437, 10048261","Mineral and electrolyte analyses","10027637"
"Arm amputation","Arm amputation",TRUE,10003096,"http://purl.bioontology.org/ontology/MEDDRA/10003096",NA,NA,"Upper limb amputation","10046290","Limb therapeutic procedures","10024502"
"Anal incontinence","Anal incontinence",TRUE,10077605,"http://purl.bioontology.org/ontology/MEDDRA/10077605",NA,NA,"Involuntary bowel movement, Faecal incontinence aggravated, Faecal incontinence, Incontinence faecal, Incontinence fecal, Gas incontinence, Fecal incontinence, Fecal incontinence aggravated, Incontinent of faeces, Feces incontinence of, Incontinence of feces, Incontinence of faeces, Bowel incontinence","10065601, 10048477, 10016092, 10056118, 10021640, 10077625, 10016296, 10055507, 10021646, 10016310, 10021641, 10074039, 10050492","Gastrointestinal signs and symptoms NEC, Autonomic nervous system disorders","10027678, 10003839"
"Localised intraabdominal fluid collection","Localised intraabdominal fluid collection",TRUE,10066768,"http://purl.bioontology.org/ontology/MEDDRA/10066768","Intra-abdominal fluid collection","10078659",NA,NA,NA,NA
"Urethral injury","Urethral injury",TRUE,10046454,"http://purl.bioontology.org/ontology/MEDDRA/10046454",NA,NA,NA,NA,"Structural and obstructive urethral disorders (excl congenital), Renal and urinary tract injuries NEC","10042256, 10027694"
"Selective eating disorder","Selective eating disorder",TRUE,10078069,"http://purl.bioontology.org/ontology/MEDDRA/10078069",NA,NA,"Anorexia neonatal, Feeding disorder of infancy or early childhood, Oral aversion, Feeding disorder neonatal, Neonatal feeding disorder, Avoidant/restrictive food intake disorder","10002648, 10016318, 10074228, 10016316, 10028938, 10078072","Eating disorders NEC, General nutritional disorders NEC","10014068, 10018067"
"Ultrasound scan vagina normal","Ultrasound scan vagina normal",TRUE,10045440,"http://purl.bioontology.org/ontology/MEDDRA/10045440",NA,NA,"Transvaginal sonography normal","10044446","Reproductive organ and breast imaging procedures","10038602"
"Type V hyperlipidaemia","Type V hyperlipidaemia",TRUE,10060755,"http://purl.bioontology.org/ontology/MEDDRA/10060755",NA,NA,"Mixed hyperlipidemia, Type V hyperlipidemia, Type V hyperlipoproteinaemia, Type V lipidaemia, Fredrickson Type V lipidaemia, Mixed hyperlipidaemia, Type V hyperlipoproteinemia, Type V lipidemia, Fredrickson Type V lipidemia","10027763, 10060756, 10064617, 10045270, 10017348, 10027762, 10064710, 10054679, 10059997","Elevated triglycerides, Inborn errors of lipid metabolism","10014486, 10059674"
"Sensory processing disorder","Sensory processing disorder",TRUE,10077516,"http://purl.bioontology.org/ontology/MEDDRA/10077516",NA,NA,NA,NA,"Pervasive developmental disorders NEC, Cortical dysfunction NEC","10034740, 10011168"
"Benign lymph node neoplasm","Benign lymph node neoplasm",TRUE,10060997,"http://purl.bioontology.org/ontology/MEDDRA/10060997",NA,NA,"Benign neoplasm of lymph nodes, Benign lymph node neoplasm NOS","10004346, 10004281","Haematologic neoplasms NEC","10018845"
"Liver function test increased","Liver function test increased",TRUE,10077692,"http://purl.bioontology.org/ontology/MEDDRA/10077692",NA,NA,"Liver function tests raised, Raised LFTs, LFTs raised, Raised liver function tests","10048556, 10037822, 10024409, 10048557","Liver function analyses","10024689"
"Hepatobiliary scan normal","Hepatobiliary scan normal",TRUE,10077444,"http://purl.bioontology.org/ontology/MEDDRA/10077444",NA,NA,NA,NA,"Hepatobiliary imaging procedures","10019808"
"Anti-VGCC antibody","Anti-VGCC antibody",TRUE,10071476,"http://purl.bioontology.org/ontology/MEDDRA/10071476",NA,NA,"Anti-P/Q type voltage-gated calcium channel antibody","10071498","Autoimmunity analyses","10003828"
"Defiant behaviour","Defiant behaviour",TRUE,10077244,"http://purl.bioontology.org/ontology/MEDDRA/10077244",NA,NA,"Defiant behavior","10077245","Behaviour and socialisation disturbances","10004209"
"Radical prostatectomy","Radical prostatectomy",TRUE,10050756,"http://purl.bioontology.org/ontology/MEDDRA/10050756",NA,NA,"Prostatovesiculectomy","10078274","Prostatic therapeutic procedures","10036967"
"Orbital apex syndrome","Orbital apex syndrome",TRUE,10066383,"http://purl.bioontology.org/ontology/MEDDRA/10066383",NA,NA,"Superior orbital fissure syndrome","10074595","Cranial nerve disorders NEC, Ocular nerve and muscle disorders","10011306, 10030059"
"Neuromyelitis optica spectrum disorder","Neuromyelitis optica spectrum disorder",TRUE,10077875,"http://purl.bioontology.org/ontology/MEDDRA/10077875",NA,NA,"Neuromyelitis optica relapse, Neuromyelitis optica, Neuromyelitis optica progression, Neuromyelitis optica spectrum disorder attack, Neuromyelitis optica spectrum disorder relapse, Devic's disease, Neuromyelitis optica attack, Neuromyelitis optica spectrum disorder progression, Neuro-optic myelitis","10077876, 10029322, 10077878, 10077880, 10077879, 10012574, 10077877, 10077881, 10052887","Nervous system autoimmune disorders, Optic nerve infections and inflammations, Demyelinating disorders NEC","10074484, 10030937, 10012302"
"Carotid pulse abnormal","Carotid pulse abnormal",TRUE,10053928,"http://purl.bioontology.org/ontology/MEDDRA/10053928",NA,NA,NA,NA,"Heart rate and pulse investigations","10053103"
"Tick-borne fever","Tick-borne fever",TRUE,10043841,"http://purl.bioontology.org/ontology/MEDDRA/10043841",NA,NA,"Tick-borne fever NOS","10043842","Infections NEC","10021902"
"Drug dispensed to wrong patient","Drug dispensed to wrong patient",TRUE,10065634,"http://purl.bioontology.org/ontology/MEDDRA/10065634",NA,NA,NA,NA,"Product dispensing errors and issues","10079149"
"Puncture site erythema","Puncture site erythema",TRUE,10074759,"http://purl.bioontology.org/ontology/MEDDRA/10074759",NA,NA,NA,NA,"Administration site reactions NEC, Erythemas","10057196, 10015151"
"Copper deficiency","Copper deficiency",TRUE,10010957,"http://purl.bioontology.org/ontology/MEDDRA/10010957",NA,NA,"Hypocupraemia, Hypocupremia","10060383, 10020975","Copper metabolism disorders","10010962"
"Faecal elastase concentration decreased","Faecal elastase concentration decreased",TRUE,10071656,"http://purl.bioontology.org/ontology/MEDDRA/10071656",NA,NA,"Fecal elastase concentration decreased","10071674","Digestive enzymes","10012981"
"Vitamin B12 absorption test normal","Vitamin B12 absorption test normal",TRUE,10047607,"http://purl.bioontology.org/ontology/MEDDRA/10047607",NA,NA,"Schilling test normal","10039598","Vitamin analyses","10047598"
"Mental fatigue","Mental fatigue",TRUE,10076757,"http://purl.bioontology.org/ontology/MEDDRA/10076757",NA,NA,"Mental exhaustion","10054853","Cognitive and attention disorders and disturbances NEC, Mental impairment (excl dementia and memory loss)","10009842, 10027375"
"Herpes virus test","Herpes virus test",TRUE,10077971,"http://purl.bioontology.org/ontology/MEDDRA/10077971",NA,NA,NA,NA,"Virus identification and serology","10047490"
"Vertebral osteophyte","Vertebral osteophyte",TRUE,10055042,"http://purl.bioontology.org/ontology/MEDDRA/10055042",NA,NA,"Thoracic spine osteophyte, Cervical spine osteophyte, Lumbar spine osteophyte","10074818, 10074816, 10074817","Osteoarthropathies","10057178"
"Device function test","Device function test",TRUE,10071743,"http://purl.bioontology.org/ontology/MEDDRA/10071743",NA,NA,"Implantable defibrillator evaluation","10071745","Investigations NEC","10022892"
"Herpes simplex test positive","Herpes simplex test positive",TRUE,10077969,"http://purl.bioontology.org/ontology/MEDDRA/10077969",NA,NA,"Human herpes virus 2 test positive, Herpes simplex DNA test positive, Human herpes virus 1 test positive, Simplex virus test positive, Herpes simplex virus test positive, Herpes simplex antibody positive, Herpes simplex serology positive","10070228, 10063307, 10070234, 10070221, 10070233, 10058577, 10062583","Virus identification and serology","10047490"
"Administration site bruise","Administration site bruise",TRUE,10075094,"http://purl.bioontology.org/ontology/MEDDRA/10075094",NA,NA,NA,NA,"Administration site reactions NEC, Bruising, ecchymosis and purpura, Skin injuries and mechanical dermatoses","10057196, 10006513, 10040877"
"Testicular failure","Testicular failure",TRUE,10043315,"http://purl.bioontology.org/ontology/MEDDRA/10043315",NA,NA,"Testicular failure NOS, Testicular function depressed, Hypofunction testicle, Gonadopathy NOS male","10043316, 10043320, 10020981, 10018509","Testicular and epididymal disorders NEC, Male gonadal function disorders","10043296, 10013322"
"Breast injury","Breast injury",TRUE,10059391,"http://purl.bioontology.org/ontology/MEDDRA/10059391",NA,NA,NA,NA,"Site specific injuries NEC, Breast disorders NEC","10040759, 10040675"
"Acne varioliformis","Acne varioliformis",TRUE,10000518,"http://purl.bioontology.org/ontology/MEDDRA/10000518",NA,NA,NA,NA,"Acnes","10000497"
"Dermatofibroma removal","Dermatofibroma removal",TRUE,10052946,"http://purl.bioontology.org/ontology/MEDDRA/10052946",NA,NA,NA,NA,"Skin and subcutaneous tissue therapeutic procedures NEC","10040794"
"Tongue movement disturbance","Tongue movement disturbance",TRUE,10043963,"http://purl.bioontology.org/ontology/MEDDRA/10043963",NA,NA,"Tongue sluggish, Tongue movement impaired, Tongue weak","10043979, 10043964, 10043992","Neurological signs and symptoms NEC, Tongue signs and symptoms","10029306, 10043985"
"Eyelid injury","Eyelid injury",TRUE,10069200,"http://purl.bioontology.org/ontology/MEDDRA/10069200",NA,NA,"Laceration of eyelid, Laceration of eyelid, full-thickness, not involving lacrimal passages, Laceration of skin of eyelid and periocular area","10023581, 10023583, 10023605","Eye injuries NEC, Ocular injuries NEC, Skin injuries and mechanical dermatoses","10027674, 10030047, 10040877"
"Human rhinovirus test","Human rhinovirus test",TRUE,10075163,"http://purl.bioontology.org/ontology/MEDDRA/10075163",NA,NA,NA,NA,"Virus identification and serology","10047490"
"Limb mass","Limb mass",TRUE,10078503,"http://purl.bioontology.org/ontology/MEDDRA/10078503",NA,NA,"Lower extremity mass, Upper extremity mass","10048765, 10048698","Musculoskeletal and connective tissue signs and symptoms NEC","10027688"
"Iontophoresis","Iontophoresis",TRUE,10078472,"http://purl.bioontology.org/ontology/MEDDRA/10078472",NA,NA,NA,NA,"Therapeutic procedures NEC","10027700"
"Vaccination site mass","Vaccination site mass",TRUE,10076182,"http://purl.bioontology.org/ontology/MEDDRA/10076182",NA,NA,"Vaccination site lump","10078374","Vaccination site reactions","10068754"
"Skin culture positive","Skin culture positive",TRUE,10078402,"http://purl.bioontology.org/ontology/MEDDRA/10078402",NA,NA,NA,NA,"Microbiology and serology tests NEC","10027530"
"Urine aluminium","Urine aluminium",TRUE,10059572,"http://purl.bioontology.org/ontology/MEDDRA/10059572",NA,NA,"Urine aluminum","10063516","Toxicology laboratory analyses","10044261"
"Administration site joint pain","Administration site joint pain",TRUE,10075948,"http://purl.bioontology.org/ontology/MEDDRA/10075948",NA,NA,NA,NA,"Administration site reactions NEC, Joint related signs and symptoms","10057196, 10023226"
"Huntington's disease","Huntington's disease",TRUE,10070668,"http://purl.bioontology.org/ontology/MEDDRA/10070668",NA,NA,"Huntington's chorea, Huntington's chorea aggravated","10020469, 10048438","Neurological disorders congenital NEC, Choreiform movements","10029300, 10008752"
"Ebola disease","Ebola disease",TRUE,10014071,"http://purl.bioontology.org/ontology/MEDDRA/10014071",NA,NA,"Ebola virus infection, Ebola haemorrhagic fever, Ebola hemorrhagic fever","10014074, 10014072, 10055245","Haemorrhages NEC, Filovirus viral infections","10018987, 10057197"
"Pneumonic plague","Pneumonic plague",TRUE,10053026,"http://purl.bioontology.org/ontology/MEDDRA/10053026",NA,NA,"Primary pneumonic plague, Pneumonic plague, unspecified, Secondary pneumonic plague, Pneumonic, unspecified plague","10036724, 10035740, 10039874, 10035741","Yersinia infections","10048249"
"Neuro-ophthalmological test","Neuro-ophthalmological test",TRUE,10029255,"http://purl.bioontology.org/ontology/MEDDRA/10029255",NA,NA,"Ice water test of brain stem function","10021193","Ophthalmic function diagnostic procedures","10030864"
"Tongue discomfort","Tongue discomfort",TRUE,10077855,"http://purl.bioontology.org/ontology/MEDDRA/10077855",NA,NA,"Burning tongue","10006793","Tongue signs and symptoms","10043985"
"Micrographic skin surgery","Micrographic skin surgery",TRUE,10064836,"http://purl.bioontology.org/ontology/MEDDRA/10064836",NA,NA,"Mohs micrographic surgery, Chemosurgery of skin","10064974, 10064839","Skin and subcutaneous tissue therapeutic procedures NEC","10040794"
"Eye infection bacterial","Eye infection bacterial",TRUE,10015930,"http://purl.bioontology.org/ontology/MEDDRA/10015930",NA,NA,"Bacterial eye infection, Eye infection bacterial NOS, Ocular infection bacillary","10004021, 10015931, 10030044","Bacterial infections NEC, Ocular infections, inflammations and associated manifestations","10004047, 10030045"
"Ultrasound therapy","Ultrasound therapy",TRUE,10062749,"http://purl.bioontology.org/ontology/MEDDRA/10062749",NA,NA,NA,NA,"Therapeutic procedures NEC","10027700"
"Infantile apnoea","Infantile apnoea",TRUE,10077321,"http://purl.bioontology.org/ontology/MEDDRA/10077321",NA,NA,"Infantile obstructive apnoea, Infantile apnea, Infantile central apnea, Primary apnea of premature newborns, Apnoea neonatal, Infantile apnoeic attack, Primary apnoea of premature newborns, Infantile mixed apnoea, Neonatal apnoeic attack, Infantile mixed apnea, Infantile obstructive apnea, Neonatal apnoea spells, Infantile apneic attack, Apnea neonatal, Neonatal apneic attack, Neonatal apnea spells, Infantile central apnoea","10077324, 10077322, 10077328, 10071132, 10002976, 10065422, 10071101, 10077327, 10028922, 10077323, 10077325, 10074213, 10065904, 10002973, 10065901, 10074207, 10077326","Neonatal hypoxic conditions, Neonatal hypoxia and asphyxia","10028947, 10028946"
"Congenital syphilitic osteochondritis","Congenital syphilitic osteochondritis",TRUE,10054002,"http://purl.bioontology.org/ontology/MEDDRA/10054002",NA,NA,"Wegner's disease","10054065","Treponema infections, Epiphyseal disorders, Bacterial infections congenital","10044587, 10015072, 10004046"
"Anticonvulsant drug level abnormal","Anticonvulsant drug level abnormal",TRUE,10064937,"http://purl.bioontology.org/ontology/MEDDRA/10064937",NA,NA,NA,NA,"Therapeutic drug monitoring analyses","10043411"
"Wound evisceration","Wound evisceration",TRUE,10054108,"http://purl.bioontology.org/ontology/MEDDRA/10054108",NA,NA,NA,NA,"Abdominal wall conditions NEC, Gastrointestinal and hepatobiliary procedural complications","10052777, 10017927"
"Bursitis infective","Bursitis infective",TRUE,10061022,"http://purl.bioontology.org/ontology/MEDDRA/10061022",NA,NA,"Bursitis infective NOS, Septic bursitis","10006812, 10040065","Bone and joint infections (excl arthritis), Bone and joint infections","10005941, 10005940"
"Skin dystrophy","Skin dystrophy",TRUE,10040836,"http://purl.bioontology.org/ontology/MEDDRA/10040836",NA,NA,"Skin dystrophy NOS","10040838","Skin dystrophies","10040837"
"Sinus pain","Sinus pain",TRUE,10040747,"http://purl.bioontology.org/ontology/MEDDRA/10040747",NA,NA,"Tender sinus","10078258","Upper respiratory tract signs and symptoms","10046313"
"Ear infection staphylococcal","Ear infection staphylococcal",TRUE,10057347,"http://purl.bioontology.org/ontology/MEDDRA/10057347",NA,NA,NA,NA,"Ear disorders NEC, Staphylococcal infections","10027666, 10041925"
"Eye infection staphylococcal","Eye infection staphylococcal",TRUE,10015937,"http://purl.bioontology.org/ontology/MEDDRA/10015937",NA,NA,"Staphylococcal eye infection, Staphylococcal ophthalmic infection, Staphylococcus aureus ophthalmic infection","10041920, 10041927, 10041941","Ocular infections, inflammations and associated manifestations, Staphylococcal infections","10030045, 10041925"
"Human chorionic gonadotropin abnormal","Human chorionic gonadotropin abnormal",TRUE,10071330,"http://purl.bioontology.org/ontology/MEDDRA/10071330",NA,NA,"Urine human chorionic gonadotropin abnormal, Blood human chorionic gonadotrophin abnormal, Urine beta human chorionic gonadotropin abnormal, Blood human chorionic gonadotropin abnormal, Blood beta human chorionic gonadotropin abnormal","10056480, 10005580, 10066028, 10054028, 10066036","Reproductive hormone analyses","10038589"
"HLA-B*27 positive","HLA-B*27 positive",TRUE,10078451,"http://purl.bioontology.org/ontology/MEDDRA/10078451",NA,NA,"Leukocyte antigen B-27 positive","10052331","Cell marker analyses","10072981"
"Diffuse alopecia","Diffuse alopecia",TRUE,10073736,"http://purl.bioontology.org/ontology/MEDDRA/10073736",NA,NA,"Telogen alopecia, Alopecia effluvium, Telogen effluvium","10043199, 10001762, 10043200","Alopecias","10001769"
"Stenosis","Stenosis",TRUE,10076711,"http://purl.bioontology.org/ontology/MEDDRA/10076711",NA,NA,NA,NA,"General signs and symptoms NEC","10018072"
"Administration site vesicles","Administration site vesicles",TRUE,10075970,"http://purl.bioontology.org/ontology/MEDDRA/10075970",NA,NA,NA,NA,"Administration site reactions NEC, Bullous conditions","10057196, 10006555"
"Administration site discolouration","Administration site discolouration",TRUE,10075098,"http://purl.bioontology.org/ontology/MEDDRA/10075098",NA,NA,"Administration site discoloration, Administration site haemosiderosis, Administration site hypopigmentation, Administration site hemosiderosis, Administration site hyperpigmentation","10075110, 10079241, 10079247, 10079245, 10079246","Administration site reactions NEC, Dermal and epidermal conditions NEC","10057196, 10012424"
"Increased viscosity of upper respiratory secretion","Increased viscosity of upper respiratory secretion",TRUE,10076745,"http://purl.bioontology.org/ontology/MEDDRA/10076745",NA,NA,"Thick nasal mucus, Increased viscosity of nasal secretion, Oropharyngeal mucus thickening","10071731, 10071730, 10076752","Upper respiratory tract signs and symptoms","10046313"
"Fistulogram","Fistulogram",TRUE,10065149,"http://purl.bioontology.org/ontology/MEDDRA/10065149",NA,NA,"Fistulography","10056584","Imaging procedures NEC","10021404"
"Decerebrate posture","Decerebrate posture",TRUE,10073346,"http://purl.bioontology.org/ontology/MEDDRA/10073346",NA,NA,NA,NA,"Neurological signs and symptoms NEC, Musculoskeletal and connective tissue signs and symptoms NEC","10029306, 10027688"
"Nail matrix biopsy","Nail matrix biopsy",TRUE,10078471,"http://purl.bioontology.org/ontology/MEDDRA/10078471",NA,NA,NA,NA,"Skin histopathology procedures","10040862"
"Anaplastic lymphoma kinase gene mutation","Anaplastic lymphoma kinase gene mutation",TRUE,10071977,"http://purl.bioontology.org/ontology/MEDDRA/10071977",NA,NA,"ALK gene mutation","10071999","Acquired gene mutations and other alterations","10071951"
"Leiomyosarcoma","Leiomyosarcoma",TRUE,10024189,"http://purl.bioontology.org/ontology/MEDDRA/10024189",NA,NA,"Leiomyosarcoma NOS, Leiomyosarcoma non-metastatic","10024193, 10024192","Leiomyosarcomas, Malignant musculoskeletal and connective tissue neoplasms","10024190, 10025681"
"Congenital thrombocyte disorder","Congenital thrombocyte disorder",TRUE,10058896,"http://purl.bioontology.org/ontology/MEDDRA/10058896",NA,NA,"Giant platelet disorder, Bernard-Soulier syndrome, Glanzmann's disease, Congenital platelet storage pool disease, Hereditary thrombasthenia","10077941, 10057473, 10018303, 10062892, 10019905","Coagulation disorders congenital, Platelet disorders NEC","10009735, 10035533"
"Urethritis noninfective","Urethritis noninfective",TRUE,10062903,"http://purl.bioontology.org/ontology/MEDDRA/10062903",NA,NA,"Urethral irritation, Urethral inflammation","10066450, 10073194","Urethral infections and inflammations","10046453"
"Fractured coccyx","Fractured coccyx",TRUE,10049164,"http://purl.bioontology.org/ontology/MEDDRA/10049164",NA,NA,NA,NA,"Spinal column fractures, Spinal fractures and dislocations","10072985, 10041574"
"Systemic mastocytosis","Systemic mastocytosis",TRUE,10042949,"http://purl.bioontology.org/ontology/MEDDRA/10042949",NA,NA,"Aggressive systemic mastocytosis, Indolent systemic mastocytosis","10056453, 10056452","Immune and associated conditions NEC, Haematological disorders","10027682, 10018847"
"Reduced facial expression","Reduced facial expression",TRUE,10078576,"http://purl.bioontology.org/ontology/MEDDRA/10078576",NA,NA,"Mask like facies, Masked facies, Face rigidity, Masked face, Mask like expression, Facies masked","10026861, 10026863, 10016037, 10026862, 10026860, 10016066","Psychiatric symptoms NEC, Parkinson's disease and parkinsonism","10037180, 10034005"
"Bilirubin urine present","Bilirubin urine present",TRUE,10077356,"http://purl.bioontology.org/ontology/MEDDRA/10077356",NA,NA,NA,NA,"Liver function analyses","10024689"
"Imaging procedure abnormal","Imaging procedure abnormal",TRUE,10077446,"http://purl.bioontology.org/ontology/MEDDRA/10077446",NA,NA,NA,NA,"Imaging procedures NEC","10021404"
