"AE_NAME","ID","MEDDRA_AE_NAME","MEDDRA_ID"
"Peyronie's disease","10060105","Peyronie's disease","10060105"
"Artery dissection","10060106","Artery dissection","10060106"
"Laboratory test interference","10060744","Laboratory test interference","10060744"
"Biopsy rectum abnormal","10060793","Biopsy rectum abnormal","10060793"
"Coxsackie virus serology test negative","10058590","Coxsackie virus test negative","10070393"
"Very low density lipoprotein","10061946","Very low density lipoprotein","10061946"
"Cell marker","10061947","Cell marker","10061947"
"Single photon emission computerised tomogram normal","10061948","Single photon emission computerised tomogram normal","10061948"
"Staphylococcal sepsis","10062685","Staphylococcal sepsis","10062685"
"CSF polymorphonuclear cell count increased","10062688","CSF polymorphonuclear cell count increased","10062688"
"Alpha 1 globulin normal","10064146","Alpha 1 globulin normal","10064146"
"Legionella serology","10062036","Legionella test","10070410"
"Sputum culture positive","10066085","Sputum culture positive","10066085"
"Heart valve incompetence","10066195","Heart valve incompetence","10066195"
"Right ventricular dysfunction","10067718","Right ventricular dysfunction","10067718"
"Acute generalised exanthematous pustulosis","10068287","Acute generalised exanthematous pustulosis","10068287"
"Maternal drugs affecting foetus","10070479","Maternal drugs affecting foetus","10070479"
"Tendon injury","10070480","Tendon injury","10070480"
"Joint fluid drainage","10073405","Joint fluid drainage","10073405"
"Base excess negative","10002795","Base excess negative","10002795"
"PCO2 normal","10002798","PCO2 normal","10002798"
"Hip surgery","10002799","Hip surgery","10002799"
"Exploratory operation","10002807","Exploratory operation","10002807"
"Muscle rupture","10002809","Muscle rupture","10002809"
"Reticulocyte count decreased","10005583","Reticulocyte count decreased","10005583"
"Leukocyturia","10005584","Leukocyturia","10005584"
"Blood luteinising hormone normal","10005585","Blood luteinising hormone normal","10005585"
"Blood follicle stimulating hormone normal","10005586","Blood follicle stimulating hormone normal","10005586"
"Hyperpallaesthesia","10068324","Vibratory sense increased","10068327"
"Rhinovirus infection","10005588","Rhinovirus infection","10005588"
"Application site erosion","10005589","Application site erosion","10005589"
"Application site vesicles","10005590","Application site vesicles","10005590"
"Femur fracture","10005591","Femur fracture","10005591"
"Face and mouth X-ray","10005592","Face and mouth X-ray","10005592"
"Diabetic neuropathy","10005593","Diabetic neuropathy","10005593"
"Sacroiliitis","10005594","Sacroiliitis","10005594"
"Anti-cyclic citrullinated peptide antibody positive","10005595","Anti-cyclic citrullinated peptide antibody positive","10005595"
"Single photon emission computerised tomogram abnormal","10005596","Single photon emission computerised tomogram abnormal","10005596"
"Mini mental status examination normal","10005597","Mini mental status examination normal","10005597"
"Vulvovaginal pain","10005598","Vulvovaginal pain","10005598"
"PO2 increased","10005599","PO2 increased","10005599"
"Lichen nitidus","10005600","Lichen nitidus","10005600"
"Extremity contracture","10005601","Extremity contracture","10005601"
"Infertility","10005602","Infertility","10005602"
"Pneumonia bacterial","10007628","Pneumonia bacterial","10007628"
"Endoscopy gastrointestinal normal","10007629","Endoscopy gastrointestinal normal","10007629"
"Sensation of blood flow","10007630","Sensation of blood flow","10007630"
"Facetectomy","10009853","Facetectomy","10009853"
"Spinal myelogram abnormal","10009854","Spinal myelogram abnormal","10009854"
"Foraminotomy","10010126","Foraminotomy","10010126"
"Intervertebral disc operation","10010134","Intervertebral disc operation","10010134"
"Deformity","10011476","Deformity","10011476"
"Erythema elevatum diutinum","10011477","Erythema elevatum diutinum","10011477"
"Rectal tenesmus","10011478","Rectal tenesmus","10011478"
"Hand fracture","10021496","Hand fracture","10021496"
"Antineutrophil cytoplasmic antibody positive","10021497","Antineutrophil cytoplasmic antibody positive","10021497"
"Computerised tomogram thorax abnormal","10021499","Computerised tomogram thorax abnormal","10021499"
"Transferrin saturation decreased","10021500","Transferrin saturation decreased","10021500"
"Alpha 2 globulin increased","10021501","Alpha 2 globulin increased","10021501"
"Electrophoresis protein abnormal","10022538","Electrophoresis protein abnormal","10022538"
"Low density lipoprotein decreased","10027864","Low density lipoprotein decreased","10027864"
"Whole body scan","10033993","Whole body scan","10033993"
"Lymphoid hyperplasia of appendix","10025298","Lymphoid hyperplasia of intestine","10078785"
"Painful defaecation","10055664","Dyschezia","10051244"
"Congenital uterine anomaly","10037789","Congenital uterine anomaly","10037789"
"Blastomycosis","10039079","Blastomycosis","10039079"
"Metaplasia","10039080","Metaplasia","10039080"
"Thermogram","10040929","Thermogram","10040929"
"Incorrect product storage","10069328","Product storage error","10079843"
"Claustrophobia","10041227","Claustrophobia","10041227"
"Eyelid margin crusting","10041228","Eyelid margin crusting","10041228"
"Mechanical urticaria","10041229","Mechanical urticaria","10041229"
"Precancerous skin lesion","10048574","Precancerous skin lesion","10048574"
"Dermatitis herpetiformis","10048678","Dermatitis herpetiformis","10048678"
"Dermatologic examination abnormal","10049439","Dermatologic examination abnormal","10049439"
"Intracardiac thrombus","10049523","Intracardiac thrombus","10049523"
"Catecholamines urine normal","10050418","Catecholamines urine normal","10050418"
"Creatinine urine","10050516","Creatinine urine","10050516"
"Depressive symptom","10050523","Depressive symptom","10050523"
"Cow's milk intolerance","10050552","Cow's milk intolerance","10050552"
"Injection site pallor","10050692","Injection site pallor","10050692"
"Evacuation of retained products of conception","10050962","Evacuation of retained products of conception","10050962"
"Blood fibrinogen decreased","10050963","Blood fibrinogen decreased","10050963"
"Blast cell count increased","10050981","Blast cell count increased","10050981"
"T-cell type acute leukaemia","10050982","T-cell type acute leukaemia","10050982"
"Urine aluminium increased","10050983","Urine aluminium increased","10050983"
"Endophthalmitis","10051554","Endophthalmitis","10051554"
"Vitritis","10051555","Vitritis","10051555"
"Chlamydia identification test positive","10068744","Chlamydia test positive","10070159"
"Lymph gland infection","10053111","Lymph gland infection","10053111"
"Encephalomyelitis","10053112","Encephalomyelitis","10053112"
"Vaginal laceration","10053462","Vaginal laceration","10053462"
"Muscular dystrophy","10053797","Muscular dystrophy","10053797"
"Tandem gait test abnormal","10053814","Tandem gait test abnormal","10053814"
"Lip disorder","10053815","Lip disorder","10053815"
"Complement factor increased","10053833","Complement factor increased","10053833"
"Biopsy cervix normal","10056352","Biopsy cervix normal","10056352"
"Exercise electrocardiogram","10056362","Exercise electrocardiogram","10056362"
"Keratitis interstitial","10057108","Keratitis interstitial","10057108"
"Necrotising colitis","10057961","Necrotising colitis","10057961"
"Oral papilloma","10057962","Oral papilloma","10057962"
"Blood pressure systolic decreased","10058063","Blood pressure systolic decreased","10058063"
"Biopsy muscle normal","10058341","Biopsy muscle normal","10058341"
"Antipsychotic drug level","10058342","Antipsychotic drug level","10058342"
"Immunodeficiency common variable","10058529","Immunodeficiency common variable","10058529"
"Middle insomnia","10058541","Middle insomnia","10058541"
"Sensory level abnormal","10058542","Sensory level abnormal","10058542"
"Social phobia","10041250","Social anxiety disorder","10041242"
"Cellulitis staphylococcal","10059728","Cellulitis staphylococcal","10059728"
"Vocal cord polyp","10059729","Vocal cord polyp","10059729"
"Parasitic gastroenteritis","10059730","Parasitic gastroenteritis","10059730"
"Sweat test abnormal","10059939","Sweat test abnormal","10059939"
"Grip strength","10059981","Grip strength","10059981"
"Thyroiditis acute","10059982","Thyroiditis acute","10059982"
"Cranial nerve paralysis","10060021","Cranial nerve paralysis","10060021"
"Craniectomy","10060055","Craniectomy","10060055"
"Fungus culture","10068706","Fungal test","10070457"
"Yellow fever vaccine-associated neurotropic disease","10060084","Yellow fever vaccine-associated neurotropic disease","10060084"
"Torsade de pointes","10060136","Torsade de pointes","10060136"
"Strawberry tongue","10060137","Strawberry tongue","10060137"
"Cerebellar haemorrhage","10060138","Cerebellar haemorrhage","10060138"
"Urine phosphate decreased","10051323","Urine phosphorus decreased","10055065"
"Aborted pregnancy","10060198","Aborted pregnancy","10060198"
"Alpha 1 foetoprotein decreased","10060866","Alpha 1 foetoprotein decreased","10060866"
"Vaginal abscess","10060867","Vaginal abscess","10060867"
"Persistent generalised lymphadenopathy","10060888","Persistent generalised lymphadenopathy","10060888"
"Vaccination site pain","10060972","Vaccination site pain","10060972"
"Anterior interosseous syndrome","10060973","Anterior interosseous syndrome","10060973"
"Lymphocytic infiltration","10060974","Lymphocytic infiltration","10060974"
"Anhedonia","10060979","Anhedonia","10060979"
"Hodgkin's disease stage III","10061047","Hodgkin's disease stage III","10061047"
"Encephalitis post varicella","10061048","Encephalitis post varicella","10061048"
"Monoparesis","10061049","Monoparesis","10061049"
"Megacolon","10061055","Megacolon","10061055"
"Lipase","10061056","Lipase","10061056"
"Metamyelocyte count increased","10061109","Metamyelocyte count increased","10061109"
"Full blood count decreased","10061110","Full blood count decreased","10061110"
"Normochromic normocytic anaemia","10061131","Normochromic normocytic anaemia","10061131"
"Anti-erythrocyte antibody","10061214","Anti-erythrocyte antibody","10061214"
"Oblique presentation","10061425","Oblique presentation","10061425"
"Blood gonadotrophin","10061426","Blood gonadotrophin","10061426"
"HIV antibody","10061427","HIV antibody","10061427"
"Parvovirus infection","10061429","Parvovirus infection","10061429"
"Histone antibody positive","10062011","Histone antibody positive","10062011"
"Electroconvulsive therapy","10062297","Electroconvulsive therapy","10062297"
"Hypohidrosis","10062502","Hypohidrosis","10062502"
"Retinal vasculitis","10062730","Retinal vasculitis","10062730"
"Bartonella test positive","10062876","Bartonella test positive","10062876"
"Retinal exudates","10063038","Retinal exudates","10063038"
"Pancreatic mass","10063240","Pancreatic mass","10063240"
"Specific gravity urine","10063244","Specific gravity urine","10063244"
"Biopsy stomach","10063320","Biopsy stomach","10063320"
"Colon polypectomy","10009979","Large intestinal polypectomy","10074625"
"Steroid activity","10063322","Steroid activity","10063322"
"Biopsy stomach normal","10063326","Biopsy stomach normal","10063326"
"Lead urine normal","10063342","Lead urine normal","10063342"
"Nasal septum deviation","10063343","Nasal septum deviation","10063343"
"Biopsy oesophagus normal","10063997","Biopsy oesophagus normal","10063997"
"Blood androstenedione","10064650","Blood androstenedione","10064650"
"Insulin-like growth factor","10064726","Insulin-like growth factor","10064726"
"Oestradiol","10064980","Oestradiol","10064980"
"Biopsy rectum normal","10065513","Biopsy rectum normal","10065513"
"Blood testosterone increased","10065514","Blood testosterone increased","10065514"
"Insulin-like growth factor increased","10066315","Insulin-like growth factor increased","10066315"
"Oestradiol normal","10066403","Oestradiol normal","10066403"
"Urine mercury normal","10066404","Urine mercury normal","10066404"
"Lentigo","10066405","Lentigo","10066405"
"Parakeratosis","10067535","Parakeratosis","10067535"
"Poor weight gain neonatal","10068213","Poor weight gain neonatal","10068213"
"Colectomy total","10068798","Colectomy total","10068798"
"Blood creatine phosphokinase decreased","10068799","Blood creatine phosphokinase decreased","10068799"
"Vaccination site erythema","10068810","Vaccination site erythema","10068810"
"Vaccination site induration","10069907","Vaccination site induration","10069907"
"Cystogram","10071463","Cystogram","10071463"
"Escherichia urinary tract infection","10071466","Escherichia urinary tract infection","10071466"
"Vesicoureteric reflux","10071468","Vesicoureteric reflux","10071468"
"Thymectomy","10071469","Thymectomy","10071469"
"Non-Hodgkin's lymphoma","10071472","Non-Hodgkin's lymphoma","10071472"
"Iron binding capacity total abnormal","10071473","Iron binding capacity total abnormal","10071473"
"Iron binding capacity unsaturated","10071475","Iron binding capacity unsaturated","10071475"
"Breast inflammation","10071478","Breast inflammation","10071478"
"Bacterial toxaemia","10072134","Bacterial toxaemia","10072134"
"Virus tissue specimen test negative","10047499","Viral test negative","10062362"
"AIDS encephalopathy","10049072","HIV-associated neurocognitive disorder","10078164"
"Brain herniation","10072504","Brain herniation","10072504"
"Ultrasound scan vagina abnormal","10072506","Ultrasound scan vagina abnormal","10072506"
"Myodesopsia","10028623","Vitreous floaters","10047654"
"Wheat-free diet","10072508","Wheat-free diet","10072508"
"Blood copper","10072515","Blood copper","10072515"
"Carbon dioxide","10072516","Carbon dioxide","10072516"
"Vital capacity abnormal","10072517","Vital capacity abnormal","10072517"
"Asterixis","10072521","Asterixis","10072521"
"Acid fast stain negative","10000462","Mycobacterium test negative","10070408"
"Oral pustule","10072526","Oral pustule","10072526"
"Onychomycosis","10004720","Onychomycosis","10004720"
"Pancreatic enzymes normal","10004800","Pancreatic enzymes normal","10004800"
"Tracheal disorder","10004871","Tracheal disorder","10004871"
"Smooth muscle antibody positive","10004872","Smooth muscle antibody positive","10004872"
"Complement factor C1 increased","10010234","Complement factor C1 increased","10010234"
"Cryptococcus antigen","10068337","Cryptococcus test","10070456"
"Gliosis","10010236","Gliosis","10010236"
"Spinal compression fracture","10011734","Spinal compression fracture","10011734"
"Loss of dreaming","10014805","Loss of dreaming","10014805"
"Culture tissue specimen positive","10021966","Culture tissue specimen positive","10021966"
"Positive end-expiratory pressure","10023547","Positive end-expiratory pressure","10023547"
"Joint hyperextension","10023550","Joint hyperextension","10023550"
"Hyperphosphataemia","10028893","Hyperphosphataemia","10028893"
"Light chain analysis increased","10029815","Light chain analysis increased","10029815"
"Glomerular filtration rate abnormal","10029816","Glomerular filtration rate abnormal","10029816"
"Persistent left superior vena cava","10029823","Persistent left superior vena cava","10029823"
"Transplant rejection","10036220","Transplant rejection","10036220"
"Blood erythropoietin increased","10036221","Blood erythropoietin increased","10036221"
"Congenital cystic kidney disease","10036222","Congenital cystic kidney disease","10036222"
"Hepatitis C virus test","10039527","Hepatitis C virus test","10039527"
"Iron binding capacity total decreased","10039528","Iron binding capacity total decreased","10039528"
"Renal atrophy","10040723","Renal atrophy","10040723"
"Blood folate increased","10040724","Blood folate increased","10040724"
"Blood smear test abnormal","10041208","Blood smear test abnormal","10041208"
"Fibrosis","10041209","Fibrosis","10041209"
"Hilar lymphadenopathy","10041210","Hilar lymphadenopathy","10041210"
"Iron binding capacity unsaturated decreased","10043420","Iron binding capacity unsaturated decreased","10043420"
"Transferrin decreased","10043421","Transferrin decreased","10043421"
"Urine electrophoresis abnormal","10045434","Urine electrophoresis abnormal","10045434"
"West Nile virus test positive","10048064","West Nile virus test positive","10048064"
"Periorbital haematoma","10048065","Periorbital haematoma","10048065"
"Blood testosterone free","10048067","Blood testosterone free","10048067"
"Parasite stool test positive","10049170","Parasite stool test positive","10049170"
"Systolic hypertension","10049673","Systolic hypertension","10049673"
"Nasoendoscopy","10050117","Nasoendoscopy","10050117"
"Lip and/or oral cavity cancer","10050499","Lip and/or oral cavity cancer","10050499"
"Body height below normal","10050540","Body height below normal","10050540"
"Post procedural complication","10050967","Post procedural complication","10050967"
"Hodgkin's disease nodular sclerosis stage unspecified","10020254","Hodgkin's disease nodular sclerosis","10020244"
"Muscle enzyme increased","10051727","Muscle enzyme increased","10051727"
"Impaired self-care","10054052","Impaired self-care","10054052"
"X-ray therapy to soft tissue","10055056","X-ray therapy to soft tissue","10055056"
"Injection site exfoliation","10057208","Injection site exfoliation","10057208"
"Blood aluminium normal","10058644","Blood aluminium normal","10058644"
"Masked facies","10026863","Reduced facial expression","10078576"
"Proctitis ulcerative","10059531","Proctitis ulcerative","10059531"
"Pouchitis","10059655","Pouchitis","10059655"
"Subdural hygroma","10059656","Subdural hygroma","10059656"
"Hypoxic encephalopathy","10021147","Hypoxic-ischaemic encephalopathy","10070511"
"Laryngoscopy","10059665","Laryngoscopy","10059665"
"Psychiatric decompensation","10059696","Psychiatric decompensation","10059696"
"Anal spasm","10059938","Anal spasm","10059938"
"Device breakage","10061016","Device breakage","10061016"
"Endodontic procedure","10061253","Endodontic procedure","10061253"
"Tinea versicolour","10061478","Tinea versicolour","10061478"
"Horner's syndrome","10061498","Horner's syndrome","10061498"
"Nematodiasis","10061499","Nematodiasis","10061499"
"Schistosomiasis","10061505","Schistosomiasis","10061505"
"Enterobiasis","10061606","Enterobiasis","10061606"
"General physical condition abnormal","10061607","General physical condition abnormal","10061607"
"Reye's syndrome","10061726","Reye's syndrome","10061726"
"Central auditory processing disorder","10061804","Central auditory processing disorder","10061804"
"Obsessive thoughts","10061838","Obsessive thoughts","10061838"
"Biopsy lung","10061840","Biopsy lung","10061840"
"Arterial occlusive disease","10061905","Arterial occlusive disease","10061905"
"Coombs test positive","10061929","Coombs test positive","10061929"
"Globulins decreased","10061930","Globulins decreased","10061930"
"Lung consolidation","10062005","Lung consolidation","10062005"
"Pelvic pouch procedure","10062026","Pelvic pouch procedure","10062026"
"Arthroscopy abnormal","10062058","Arthroscopy abnormal","10062058"
"Hair follicle tumour benign","10062059","Hair follicle tumour benign","10062059"
"Pulmonary thrombosis","10062151","Pulmonary thrombosis","10062151"
"Increased tendency to bruise","10062152","Increased tendency to bruise","10062152"
"Von Willebrand's factor activity test","10062153","Von Willebrand's factor activity test","10062153"
"Precancerous cells present","10064808","Precancerous cells present","10064808"
"Thyroxine abnormal","10064834","Thyroxine abnormal","10064834"
"Tri-iodothyronine abnormal","10065440","Tri-iodothyronine abnormal","10065440"
"Protrusion tongue","10067620","Protrusion tongue","10067620"
"Spinal cord paralysis","10068056","Spinal cord paralysis","10068056"
"Use of accessory respiratory muscles","10068979","Use of accessory respiratory muscles","10068979"
"External ear pain","10069374","External ear pain","10069374"
"Hypoperfusion","10070748","Hypoperfusion","10070748"
"Sputum purulent","10070900","Sputum purulent","10070900"
"Iris disorder","10072302","Iris disorder","10072302"
"Fallopian tube disorder","10072924","Fallopian tube disorder","10072924"
"Cardiac function test abnormal","10073560","Cardiac function test abnormal","10073560"
"Hydrocele","10073561","Hydrocele","10073561"
"Vitreous detachment","10076035","Vitreous detachment","10076035"
"Extensive swelling of vaccinated limb","10002984","Extensive swelling of vaccinated limb","10002984"
"Tearfulness","10002990","Tearfulness","10002990"
"Thrombolysis","10002996","Thrombolysis","10002996"
"Femoral artery embolism","10005422","Femoral artery embolism","10005422"
"Ammonia","10005424","Ammonia","10005424"
"Emergency care","10005425","Emergency care","10005425"
"Computerised tomogram thorax","10005426","Computerised tomogram thorax","10005426"
"Meningioma","10005836","Meningioma","10005836"
"Renal scan","10005837","Renal scan","10005837"
"Thyroxine free abnormal","10005838","Thyroxine free abnormal","10005838"
"Blood thyroid stimulating hormone abnormal","10005839","Blood thyroid stimulating hormone abnormal","10005839"
"Aversion","10005840","Aversion","10005840"
"Red blood cell morphology","10007668","Red blood cell morphology","10007668"
"White blood cell morphology","10007670","White blood cell morphology","10007670"
"Coagulation factor level normal","10017349","Coagulation factor level normal","10017349"
"Tinea cruris","10020050","Tinea cruris","10020050"
"Acute stress disorder","10020060","Acute stress disorder","10020060"
"Eye operation","10020061","Eye operation","10020061"
"Duodenal ulcer","10020062","Duodenal ulcer","10020062"
"Eye patch application","10024587","Eye patch application","10024587"
"Chemical eye injury","10024588","Chemical eye injury","10024588"
"Hepatitis A virus test","10024591","Hepatitis A virus test","10024591"
"Radial pulse","10024592","Radial pulse","10024592"
"Respiratory tract irritation","10024593","Respiratory tract irritation","10024593"
"Arthropod sting","10024900","Arthropod sting","10024900"
"Wound infection","10024901","Wound infection","10024901"
"Hand deformity","10024909","Hand deformity","10024909"
"Latent tuberculosis","10024910","Latent tuberculosis","10024910"
"Mucosal discolouration","10024911","Mucosal discolouration","10024911"
"Infusion","10047351","Infusion","10047351"
"Keratoconus","10047361","Keratoconus","10047361"
"Neutrophil count abnormal","10047362","Neutrophil count abnormal","10047362"
"Tracheostomy malfunction","10054009","Tracheostomy malfunction","10054009"
"Electrocardiogram ST segment depression","10054020","Electrocardiogram ST segment depression","10054020"
"Immunohistochemistry","10054022","Immunohistochemistry","10054022"
"Neisseria test positive","10058630","Neisseria test positive","10058630"
"Electronystagmogram","10058631","Electronystagmogram","10058631"
"Supraventricular extrasystoles","10058632","Supraventricular extrasystoles","10058632"
"Hip deformity","10058634","Hip deformity","10058634"
"Hyposmia","10059952","Hyposmia","10059952"
"Acute polyneuropathy","10062727","Acute polyneuropathy","10062727"
"CSF pressure normal","10063145","CSF pressure normal","10063145"
"CD8 lymphocytes increased","10063984","CD8 lymphocytes increased","10063984"
"Viral load","10064002","Viral load","10064002"
"Blood cortisol normal","10005459","Cortisol normal","10011209"
"Histiocytosis haematophagic","10071304","Histiocytosis haematophagic","10071304"
"Microcytosis","10000456","Microcytosis","10000456"
"Babinski reflex test","10000457","Babinski reflex test","10000457"
"Glucose-6-phosphate dehydrogenase normal","10000458","Glucose-6-phosphate dehydrogenase normal","10000458"
"Hepatitis B virus test","10002522","Hepatitis B virus test","10002522"
"Corneal graft rejection","10002526","Corneal graft rejection","10002526"
"Histamine level","10002528","Histamine level","10002528"
"Blood urea abnormal","10002530","Blood urea abnormal","10002530"
"Respiratory tract inflammation","10005524","Respiratory tract inflammation","10005524"
"Swine influenza","10069500","H1N1 influenza","10069767"
"Beta 2 microglobulin","10005527","Beta 2 microglobulin","10005527"
"Packed red blood cell transfusion","10005528","Packed red blood cell transfusion","10005528"
"Short-bowel syndrome","10005529","Short-bowel syndrome","10005529"
"Allergic colitis","10005537","Allergic colitis","10005537"
"Haemorrhagic stroke","10005539","Haemorrhagic stroke","10005539"
"Eyelid function disorder","10005540","Eyelid function disorder","10005540"
"Tongue spasm","10005553","Tongue spasm","10005553"
"Partial seizures with secondary generalisation","10005554","Partial seizures with secondary generalisation","10005554"
"Uvulitis","10005555","Uvulitis","10005555"
"Hidradenitis","10005557","Hidradenitis","10005557"
"Anti-islet cell antibody","10005558","Anti-islet cell antibody","10005558"
"Blood creatine","10005632","Blood creatine","10005632"
"Foetal-maternal haemorrhage","10005633","Foetal-maternal haemorrhage","10005633"
"Kleihauer-Betke test","10005634","Kleihauer-Betke test","10005634"
"Blood oestrogen","10005635","Blood oestrogen","10005635"
"Diaphragmatic hernia","10005636","Diaphragmatic hernia","10005636"
"Blood parathyroid hormone","10005705","Blood parathyroid hormone","10005705"
"Cerebral venous thrombosis","10005706","Cerebral venous thrombosis","10005706"
"Glomerulonephritis minimal lesion","10005708","Glomerulonephritis minimal lesion","10005708"
"Labour pain","10005709","Labour pain","10005709"
"Transient global amnesia","10005784","Transient global amnesia","10005784"
"Encephalitis brain stem","10005786","Encephalitis brain stem","10005786"
"Bladder catheterisation","10005787","Bladder catheterisation","10005787"
"Red man syndrome","10005788","Red man syndrome","10005788"
"Vibratory sense increased","10005858","Vibratory sense increased","10005858"
"Autoantibody negative","10005860","Autoantibody negative","10005860"
"Toxic encephalopathy","10005861","Toxic encephalopathy","10005861"
"Traumatic brain injury","10060690","Craniocerebral injury","10070976"
"Cervix cerclage procedure","10007218","Cervix cerclage procedure","10007218"
"Vaccination site eschar","10007220","Vaccination site eschar","10007220"
"Mouth cyst","10007223","Mouth cyst","10007223"
"Lip discolouration","10007225","Lip discolouration","10007225"
"Vulvovaginal dryness","10007228","Vulvovaginal dryness","10007228"
"Fluid intake restriction","10017395","Fluid intake restriction","10017395"
"Sputum test","10018428","Sputum test","10018428"
"Sudden onset of sleep","10018432","Sudden onset of sleep","10018432"
"Electrocardiogram T wave amplitude decreased","10018433","Electrocardiogram T wave amplitude decreased","10018433"
"Breast discomfort","10018435","Breast discomfort","10018435"
"Haemodilution","10018480","Haemodilution","10018480"
"Blood pressure inadequately controlled","10018482","Blood pressure inadequately controlled","10018482"
"Accessory nerve disorder","10018484","Accessory nerve disorder","10018484"
"Haemoglobin urine present","10018485","Haemoglobin urine present","10018485"
"Henoch-Schonlein purpura nephritis","10019150","Henoch-Schonlein purpura nephritis","10019150"
"Irritability postvaccinal","10019152","Irritability postvaccinal","10019152"
"Morbid thoughts","10019154","Morbid thoughts","10019154"
"Histology abnormal","10033316","Histology abnormal","10033316"
"Saliva analysis abnormal","10033317","Saliva analysis abnormal","10033317"
"Withdrawal of life support","10033318","Withdrawal of life support","10033318"
"Oral discharge","10033322","Oral discharge","10033322"
"Tongue eruption","10034180","Tongue eruption","10034180"
"Brucella serology negative","10059735","Brucella test negative","10070269"
"Mycobacteria test","10063233","Mycobacterium test","10070407"
"Prenatal screening test abnormal","10035766","Prenatal screening test abnormal","10035766"
"Radial pulse increased","10035768","Radial pulse increased","10035768"
"Refraction disorder","10035769","Refraction disorder","10035769"
"Upper gastrointestinal haemorrhage","10035770","Upper gastrointestinal haemorrhage","10035770"
"Intranasal hypoaesthesia","10046644","Intranasal hypoaesthesia","10046644"
"Computerised tomogram abdomen","10046659","Computerised tomogram abdomen","10046659"
"Abortion complete","10047602","Abortion complete","10047602"
"Otic examination","10047605","Otic examination","10047605"
"Compulsive lip biting","10047606","Compulsive lip biting","10047606"
"Microbiology test normal","10047608","Microbiology test normal","10047608"
"Cardiac discomfort","10047610","Cardiac discomfort","10047610"
"Diffuse axonal injury","10047611","Diffuse axonal injury","10047611"
"Clavicle fracture","10047613","Clavicle fracture","10047613"
"Vaccination site haematoma","10047616","Vaccination site haematoma","10047616"
"C-reactive protein abnormal","10047618","C-reactive protein abnormal","10047618"
"Abortion spontaneous incomplete","10047619","Abortion spontaneous incomplete","10047619"
"Visual field tests","10047620","Visual field tests","10047620"
"Urinary tract infection enterococcal","10047625","Urinary tract infection enterococcal","10047625"
"Ultrasound uterus abnormal","10049733","Ultrasound uterus abnormal","10049733"
"Optical coherence tomography","10049734","Optical coherence tomography","10049734"
"Urticaria cholinergic","10049736","Urticaria cholinergic","10049736"
"Arthritis allergic","10049803","Arthritis allergic","10049803"
"Needle issue","10050712","Needle issue","10050712"
"IVth nerve disorder","10050713","IVth nerve disorder","10050713"
"Scrotal erythema","10050744","Scrotal erythema","10050744"
"Withdrawal syndrome","10050928","Withdrawal syndrome","10050928"
"Blood bilirubin decreased","10050971","Blood bilirubin decreased","10050971"
"Peripartum cardiomyopathy","10051197","Peripartum cardiomyopathy","10051197"
"Poor personal hygiene","10052986","Poor personal hygiene","10052986"
"Angiogram cerebral","10053405","Angiogram cerebral","10053405"
"Shift to the left","10053406","Shift to the left","10053406"
"Cerumen removal","10053407","Cerumen removal","10053407"
"Hydrops foetalis","10053408","Hydrops foetalis","10053408"
"Nail bed bleeding","10053409","Nail bed bleeding","10053409"
"Pancreatectomy","10053410","Pancreatectomy","10053410"
"Sleep talking","10053810","Sleep talking","10053810"
"Lupus nephritis","10053813","Lupus nephritis","10053813"
"Blood selenium","10056561","Blood selenium","10056561"
"Paget-Schroetter syndrome","10056568","Paget-Schroetter syndrome","10056568"
"Product taste abnormal","10057106","Product taste abnormal","10057106"
"Laryngeal stenosis","10057118","Laryngeal stenosis","10057118"
"Blood calcitonin","10057157","Blood calcitonin","10057157"
"Pressure of speech","10057159","Pressure of speech","10057159"
"Retrograde amnesia","10057593","Retrograde amnesia","10057593"
"Panic disorder","10057594","Panic disorder","10057594"
"CD4 lymphocytes increased","10057596","CD4 lymphocytes increased","10057596"
"Gastric pH decreased","10057597","Gastric pH decreased","10057597"
"Vestibular function test","10057598","Vestibular function test","10057598"
"Hypertrophy of tongue papillae","10057600","Hypertrophy of tongue papillae","10057600"
"Pituitary cyst","10057975","Pituitary cyst","10057975"
"Hospice care","10057976","Hospice care","10057976"
"Prostate examination normal","10057977","Prostate examination normal","10057977"
"Renal injury","10057980","Renal injury","10057980"
"Ultrasound thyroid abnormal","10058615","Ultrasound thyroid abnormal","10058615"
"Radial nerve injury","10058624","Radial nerve injury","10058624"
"Antiacetylcholine receptor antibody","10058739","Antiacetylcholine receptor antibody","10058739"
"Mini mental status examination","10058740","Mini mental status examination","10058740"
"Biopsy gingival","10058743","Biopsy gingival","10058743"
"Bone marrow harvest","10058744","Bone marrow harvest","10058744"
"Extraocular muscle paresis","10058765","Extraocular muscle paresis","10058765"
"Bladder cancer","10058766","Bladder cancer","10058766"
"Large intestinal ulcer","10058768","Large intestinal ulcer","10058768"
"Bronchial irritation","10058770","Bronchial irritation","10058770"
"Onychalgia","10058982","Onychalgia","10058982"
"Antimitochondrial antibody normal","10058983","Antimitochondrial antibody normal","10058983"
"Crystal urine present","10059165","Crystal urine present","10059165"
"Hyperosmolar state","10059167","Hyperosmolar state","10059167"
"Blood carbon monoxide increased","10059168","Blood carbon monoxide increased","10059168"
"Carbon monoxide poisoning","10059222","Carbon monoxide poisoning","10059222"
