pt,hlgt,sog,sog_name,hlgt_name,pt_name
10050928,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Porphyria screen
10050971,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin E increased
10051197,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Oxygen saturation immeasurable
10052986,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Lactose tolerance test
10053405,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Brain natriuretic peptide increased
10053406,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Brain natriuretic peptide
10053407,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Brain natriuretic peptide decreased
10053408,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Brain natriuretic peptide abnormal
10053409,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Brain natriuretic peptide normal
10053410,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Atrial natriuretic peptide abnormal
10053810,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations","Blood 1,25-dihydroxycholecalciferol increased"
10053813,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood 25-hydroxycholecalciferol decreased
10056561,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Lactose tolerance test abnormal
10056568,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Lactose tolerance test normal
10057106,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood methaemoglobin present
10057118,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Urine homocystine present
10057157,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood methaemoglobin
10057159,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Urine homocystine
10057593,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood ketone body
10057594,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood ketone body increased
10057596,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Urine ketone body absent
10057597,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Urine ketone body present
10057598,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood ketone body present
10057600,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood ketone body absent
10057975,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Lactate pyruvate ratio
10057976,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Lactate pyruvate ratio abnormal
10057977,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Lactate pyruvate ratio increased
10057980,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Lactate pyruvate ratio normal
10058615,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",5-hydroxyindolacetic acid in urine decreased
10058624,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Urine calcium/creatinine ratio
10058739,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin B1 increased
10058740,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin B1 decreased
10058743,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin K increased
10058744,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin K decreased
10058765,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin E
10058766,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin B1
10058768,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin K
10058770,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Nicotinamide
10058982,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",PCO2 abnormal
10058983,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",PCO2 normal
10059165,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Oxygen consumption decreased
10059167,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Oxygen consumption
10059168,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Oxygen consumption increased
10059222,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Urine ketone body
10059897,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations","Blood 1,25-dihydroxycholecalciferol"
10059910,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Porphyrins urine
10059911,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Porphyrins urine normal
10059912,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Porphyrins urine abnormal
10059936,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood 25-hydroxycholecalciferol
10059941,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Porphyrins urine increased
10059961,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Base excess
10059972,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",5-hydroxyindolacetic acid in urine
10059993,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Base excess increased
10059994,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Base excess decreased
10060022,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood galactose
10060036,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood galactose normal
10060086,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Urine lactic acid increased
10060757,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Glyceric acid urine
10060915,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Base excess negative
10061286,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Metabolic function test abnormal
10061346,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",pH body fluid
10061357,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",pH body fluid normal
10061724,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood pH
10061727,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood uric acid abnormal
10062071,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",pH body fluid abnormal
10062072,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",pH body fluid decreased
10062073,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",pH body fluid increased
10062184,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin A decreased
10062186,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin A normal
10062187,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin B12 abnormal
10062188,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin D abnormal
10062189,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Vitamin D decreased
10062191,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Metabolic function test
10062192,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Metabolic function test normal
10062994,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Blood homocysteine
10063255,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Fructose
10063336,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Base excess abnormal
10064156,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Carbon dioxide abnormal
10064232,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Stool reducing substances increased
10067803,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",N-terminal prohormone brain natriuretic peptide
10069403,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Insulin resistance test
10071606,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Drug metabolising enzyme test abnormal
10071662,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",N-terminal prohormone brain natriuretic peptide increased
10072962,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Organic acid analysis abnormal
10072963,10027432,10022891,Investigations,"Metabolic, nutritional and blood gas investigations",Organic acid analysis
10002791,10027529,10022891,Investigations,Microbiology and serology investigations,Antimicrobial susceptibility test
10002793,10027529,10022891,Investigations,Microbiology and serology investigations,Antimicrobial susceptibility test resistant
10002794,10027529,10022891,Investigations,Microbiology and serology investigations,Antimicrobial susceptibility test sensitive
10005485,10027529,10022891,Investigations,Microbiology and serology investigations,Blood culture
10005486,10027529,10022891,Investigations,Microbiology and serology investigations,Blood culture negative
10005488,10027529,10022891,Investigations,Microbiology and serology investigations,Blood culture positive
10011527,10027529,10022891,Investigations,Microbiology and serology investigations,CSF culture
10011528,10027529,10022891,Investigations,Microbiology and serology investigations,CSF culture negative
10011529,10027529,10022891,Investigations,Microbiology and serology investigations,CSF culture positive
10011621,10027529,10022891,Investigations,Microbiology and serology investigations,Culture cervix
10011629,10027529,10022891,Investigations,Microbiology and serology investigations,Culture stool
10011630,10027529,10022891,Investigations,Microbiology and serology investigations,Culture stool negative
10011631,10027529,10022891,Investigations,Microbiology and serology investigations,Culture stool positive
10011632,10027529,10022891,Investigations,Microbiology and serology investigations,Culture throat
10011633,10027529,10022891,Investigations,Microbiology and serology investigations,Culture throat negative
10011634,10027529,10022891,Investigations,Microbiology and serology investigations,Culture throat positive
10011635,10027529,10022891,Investigations,Microbiology and serology investigations,Culture tissue specimen
10011636,10027529,10022891,Investigations,Microbiology and serology investigations,Culture tissue specimen negative
10011637,10027529,10022891,Investigations,Microbiology and serology investigations,Culture tissue specimen positive
10011638,10027529,10022891,Investigations,Microbiology and serology investigations,Culture urine
10011639,10027529,10022891,Investigations,Microbiology and serology investigations,Culture urine negative
10011640,10027529,10022891,Investigations,Microbiology and serology investigations,Culture urine positive
10011641,10027529,10022891,Investigations,Microbiology and serology investigations,Culture wound
10011642,10027529,10022891,Investigations,Microbiology and serology investigations,Culture wound negative
10011643,10027529,10022891,Investigations,Microbiology and serology investigations,Culture wound positive
10018654,10027529,10022891,Investigations,Microbiology and serology investigations,Gram stain
10018655,10027529,10022891,Investigations,Microbiology and serology investigations,Gram stain negative
10018656,10027529,10022891,Investigations,Microbiology and serology investigations,Gram stain positive
10019721,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis A antibody
10019722,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis A antibody abnormal
10019723,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis A antibody negative
10019725,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis A antibody positive
10019732,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B antibody
10019733,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B antibody abnormal
10019734,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B antibody negative
10019735,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B antibody normal
10019736,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B antibody positive
10019742,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B surface antigen positive
10019745,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis C antibody
10019746,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis C antibody negative
10019747,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis C antibody positive
10019748,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis C RNA
10019749,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis C RNA negative
10019750,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis C RNA positive
10020185,10027529,10022891,Investigations,Microbiology and serology investigations,HIV test
10020186,10027529,10022891,Investigations,Microbiology and serology investigations,HIV test false positive
10020187,10027529,10022891,Investigations,Microbiology and serology investigations,HIV test negative
10020188,10027529,10022891,Investigations,Microbiology and serology investigations,HIV test positive
10027012,10027529,10022891,Investigations,Microbiology and serology investigations,Measles antibody negative
10027013,10027529,10022891,Investigations,Microbiology and serology investigations,Measles antibody positive
10027644,10027529,10022891,Investigations,Microbiology and serology investigations,Minimum inhibitory concentration
10027920,10027529,10022891,Investigations,Microbiology and serology investigations,Mononucleosis heterophile test
10027921,10027529,10022891,Investigations,Microbiology and serology investigations,Mononucleosis heterophile test negative
10027922,10027529,10022891,Investigations,Microbiology and serology investigations,Mononucleosis heterophile test positive
10033904,10027529,10022891,Investigations,Microbiology and serology investigations,Parasite stool test negative
10033905,10027529,10022891,Investigations,Microbiology and serology investigations,Parasite stool test positive
10033906,10027529,10022891,Investigations,Microbiology and serology investigations,Parasite tissue specimen test negative
10033908,10027529,10022891,Investigations,Microbiology and serology investigations,Parasite urine test negative
10036448,10027529,10022891,Investigations,Microbiology and serology investigations,Potassium hydroxide preparation negative
10036449,10027529,10022891,Investigations,Microbiology and serology investigations,Potassium hydroxide preparation positive
10039257,10027529,10022891,Investigations,Microbiology and serology investigations,Rubella antibody negative
10039258,10027529,10022891,Investigations,Microbiology and serology investigations,Rubella antibody positive
10039259,10027529,10022891,Investigations,Microbiology and serology investigations,Rubella antibody test
10039262,10027529,10022891,Investigations,Microbiology and serology investigations,Rubella immunity confirmed
10044726,10027529,10022891,Investigations,Microbiology and serology investigations,Tuberculin test
10044727,10027529,10022891,Investigations,Microbiology and serology investigations,Tuberculin test negative
10044728,10027529,10022891,Investigations,Microbiology and serology investigations,Tuberculin test positive
10049826,10027529,10022891,Investigations,Microbiology and serology investigations,Blood HIV RNA
10049827,10027529,10022891,Investigations,Microbiology and serology investigations,Blood HIV RNA increased
10049828,10027529,10022891,Investigations,Microbiology and serology investigations,Blood HIV RNA decreased
10049829,10027529,10022891,Investigations,Microbiology and serology investigations,Blood HIV RNA below assay limit
10050408,10027529,10022891,Investigations,Microbiology and serology investigations,Serology abnormal
10050409,10027529,10022891,Investigations,Microbiology and serology investigations,Serology positive
10050410,10027529,10022891,Investigations,Microbiology and serology investigations,Serology negative
10050411,10027529,10022891,Investigations,Microbiology and serology investigations,Serology normal
10050419,10027529,10022891,Investigations,Microbiology and serology investigations,Sputum culture
10050529,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B surface antigen
10050542,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B surface antigen negative
10050680,10027529,10022891,Investigations,Microbiology and serology investigations,Echovirus test
10050681,10027529,10022891,Investigations,Microbiology and serology investigations,Epstein-Barr virus test
10050914,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B e antigen
10050921,10027529,10022891,Investigations,Microbiology and serology investigations,Malaria antibody test
10050941,10027529,10022891,Investigations,Microbiology and serology investigations,Toxoplasma serology
10050991,10027529,10022891,Investigations,Microbiology and serology investigations,Adenovirus test
10051160,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B core antigen
10051612,10027529,10022891,Investigations,Microbiology and serology investigations,Sputum culture positive
10051620,10027529,10022891,Investigations,Microbiology and serology investigations,Cytomegalovirus test positive
10051622,10027529,10022891,Investigations,Microbiology and serology investigations,Cytomegalovirus test negative
10051796,10027529,10022891,Investigations,Microbiology and serology investigations,Blood beta-D-glucan normal
10052297,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B e antigen negative
10052324,10027529,10022891,Investigations,Microbiology and serology investigations,Epstein-Barr virus antibody positive
10052328,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B core antigen positive
10052329,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B e antigen positive
10052363,10027529,10022891,Investigations,Microbiology and serology investigations,Epstein-Barr virus antigen positive
10053075,10027529,10022891,Investigations,Microbiology and serology investigations,Microbiology test
10053817,10027529,10022891,Investigations,Microbiology and serology investigations,Epstein-Barr virus antibody
10053818,10027529,10022891,Investigations,Microbiology and serology investigations,Epstein-Barr virus antibody negative
10056278,10027529,10022891,Investigations,Microbiology and serology investigations,Toxoplasma serology positive
10056299,10027529,10022891,Investigations,Microbiology and serology investigations,Toxoplasma serology negative
10057985,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis E antibody positive
10057993,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis E antibody negative
10057995,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis E antibody normal
10058736,10027529,10022891,Investigations,Microbiology and serology investigations,HIV antibody positive
10058751,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis A antigen positive
10058761,10027529,10022891,Investigations,Microbiology and serology investigations,HIV antibody
10058762,10027529,10022891,Investigations,Microbiology and serology investigations,HIV antibody negative
10058763,10027529,10022891,Investigations,Microbiology and serology investigations,HIV antigen
10058764,10027529,10022891,Investigations,Microbiology and serology investigations,HIV antigen negative
10059421,10027529,10022891,Investigations,Microbiology and serology investigations,Bacterial test positive
10059422,10027529,10022891,Investigations,Microbiology and serology investigations,Parasitic test positive
10059423,10027529,10022891,Investigations,Microbiology and serology investigations,Fungal test positive
10059424,10027529,10022891,Investigations,Microbiology and serology investigations,Viral test positive
10059539,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis D antibody negative
10059542,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis D RNA negative
10059638,10027529,10022891,Investigations,Microbiology and serology investigations,Mumps antibody test
10059644,10027529,10022891,Investigations,Microbiology and serology investigations,Mumps antibody test positive
10059645,10027529,10022891,Investigations,Microbiology and serology investigations,Mumps antibody test negative
10059646,10027529,10022891,Investigations,Microbiology and serology investigations,Seroconversion test positive
10059647,10027529,10022891,Investigations,Microbiology and serology investigations,Seroconversion test negative
10059672,10027529,10022891,Investigations,Microbiology and serology investigations,Seroconversion test
10059992,10027529,10022891,Investigations,Microbiology and serology investigations,Parasitic blood test negative
10060027,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B DNA assay
10060047,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B DNA assay positive
10060048,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B DNA assay negative
10060066,10027529,10022891,Investigations,Microbiology and serology investigations,Measles antibody
10060114,10027529,10022891,Investigations,Microbiology and serology investigations,Human herpes virus 6 serology
10060124,10027529,10022891,Investigations,Microbiology and serology investigations,Parasite blood test positive
10060812,10027529,10022891,Investigations,Microbiology and serology investigations,Parasite stool test
10060827,10027529,10022891,Investigations,Microbiology and serology investigations,Human herpes virus 6 serology positive
10060828,10027529,10022891,Investigations,Microbiology and serology investigations,Human herpes virus 6 serology negative
10061447,10027529,10022891,Investigations,Microbiology and serology investigations,Culture
10061448,10027529,10022891,Investigations,Microbiology and serology investigations,Culture negative
10061449,10027529,10022891,Investigations,Microbiology and serology investigations,Culture positive
10061794,10027529,10022891,Investigations,Microbiology and serology investigations,CSF measles antibody negative
10061795,10027529,10022891,Investigations,Microbiology and serology investigations,CSF measles antibody positive
10061800,10027529,10022891,Investigations,Microbiology and serology investigations,CSF virus identified
10061801,10027529,10022891,Investigations,Microbiology and serology investigations,CSF virus no organisms observed
10061806,10027529,10022891,Investigations,Microbiology and serology investigations,Cytomegalovirus test
10061999,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis viral test
10062163,10027529,10022891,Investigations,Microbiology and serology investigations,Serology test
10062178,10027529,10022891,Investigations,Microbiology and serology investigations,Viral load
10062179,10027529,10022891,Investigations,Microbiology and serology investigations,Viral load decreased
10062180,10027529,10022891,Investigations,Microbiology and serology investigations,Viral load increased
10062358,10027529,10022891,Investigations,Microbiology and serology investigations,Viral test
10062362,10027529,10022891,Investigations,Microbiology and serology investigations,Viral test negative
10063050,10027529,10022891,Investigations,Microbiology and serology investigations,False positive tuberculosis test
10063051,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B surface antibody
10063195,10027529,10022891,Investigations,Microbiology and serology investigations,Parasite blood test
10063411,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B antigen positive
10063414,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B antigen
10063458,10027529,10022891,Investigations,Microbiology and serology investigations,Rotavirus test positive
10063459,10027529,10022891,Investigations,Microbiology and serology investigations,Rotavirus test
10063460,10027529,10022891,Investigations,Microbiology and serology investigations,Rotavirus test negative
10064328,10027529,10022891,Investigations,Microbiology and serology investigations,Human papilloma virus test positive
10064540,10027529,10022891,Investigations,Microbiology and serology investigations,Schistosoma test negative
10064542,10027529,10022891,Investigations,Microbiology and serology investigations,Human papilloma virus test
10064543,10027529,10022891,Investigations,Microbiology and serology investigations,Human papilloma virus test negative
10064545,10027529,10022891,Investigations,Microbiology and serology investigations,Epstein-Barr virus test positive
10065001,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis C test negative
10065002,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B test negative
10065004,10027529,10022891,Investigations,Microbiology and serology investigations,Bacterial test negative
10067926,10027529,10022891,Investigations,Microbiology and serology investigations,Epstein-Barr virus test negative
10067935,10027529,10022891,Investigations,Microbiology and serology investigations,Microbiology test normal
10067936,10027529,10022891,Investigations,Microbiology and serology investigations,Microbiology test abnormal
10068074,10027529,10022891,Investigations,Microbiology and serology investigations,Bacterial test
10068096,10027529,10022891,Investigations,Microbiology and serology investigations,Parasitic test
10068377,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis C RNA increased
10068379,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B DNA increased
10068380,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B DNA decreased
10068415,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B virus test
10068416,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis C virus test
10068562,10027529,10022891,Investigations,Microbiology and serology investigations,Respiratory syncytial virus test
10068563,10027529,10022891,Investigations,Microbiology and serology investigations,Respiratory syncytial virus test positive
10068564,10027529,10022891,Investigations,Microbiology and serology investigations,Respiratory syncytial virus test negative
10068794,10027529,10022891,Investigations,Microbiology and serology investigations,JC virus test
10068812,10027529,10022891,Investigations,Microbiology and serology investigations,West Nile virus test positive
10068813,10027529,10022891,Investigations,Microbiology and serology investigations,West Nile virus test negative
10068815,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis A virus test
10069612,10027529,10022891,Investigations,Microbiology and serology investigations,Vaccinia test positive
10069962,10027529,10022891,Investigations,Microbiology and serology investigations,Acinetobacter test positive
10069963,10027529,10022891,Investigations,Microbiology and serology investigations,Citrobacter test positive
10070000,10027529,10022891,Investigations,Microbiology and serology investigations,Lactobacillus test positive
10070004,10027529,10022891,Investigations,Microbiology and serology investigations,Propionibacterium test positive
10070010,10027529,10022891,Investigations,Microbiology and serology investigations,Bordetella test positive
10070011,10027529,10022891,Investigations,Microbiology and serology investigations,Borrelia test positive
10070021,10027529,10022891,Investigations,Microbiology and serology investigations,Brucella test positive
10070023,10027529,10022891,Investigations,Microbiology and serology investigations,Enterobacter test positive
10070024,10027529,10022891,Investigations,Microbiology and serology investigations,Enterococcus test positive
10070025,10027529,10022891,Investigations,Microbiology and serology investigations,Campylobacter test positive
10070027,10027529,10022891,Investigations,Microbiology and serology investigations,Clostridium test positive
10070028,10027529,10022891,Investigations,Microbiology and serology investigations,Corynebacterium test positive
10070052,10027529,10022891,Investigations,Microbiology and serology investigations,Staphylococcus test positive
10070055,10027529,10022891,Investigations,Microbiology and serology investigations,Streptococcus test positive
10070090,10027529,10022891,Investigations,Microbiology and serology investigations,Escherichia test positive
10070091,10027529,10022891,Investigations,Microbiology and serology investigations,Klebsiella test positive
10070093,10027529,10022891,Investigations,Microbiology and serology investigations,Leptospira test positive
10070094,10027529,10022891,Investigations,Microbiology and serology investigations,Listeria test positive
10070095,10027529,10022891,Investigations,Microbiology and serology investigations,Moraxella test positive
10070096,10027529,10022891,Investigations,Microbiology and serology investigations,Neisseria test positive
10070097,10027529,10022891,Investigations,Microbiology and serology investigations,Francisella test positive
10070100,10027529,10022891,Investigations,Microbiology and serology investigations,Haemophilus test positive
10070101,10027529,10022891,Investigations,Microbiology and serology investigations,Helicobacter test positive
10070127,10027529,10022891,Investigations,Microbiology and serology investigations,Salmonella test positive
10070129,10027529,10022891,Investigations,Microbiology and serology investigations,Shigella test positive
10070132,10027529,10022891,Investigations,Microbiology and serology investigations,Pasteurella test positive
10070134,10027529,10022891,Investigations,Microbiology and serology investigations,Proteus test positive
10070135,10027529,10022891,Investigations,Microbiology and serology investigations,Pseudomonas test positive
10070156,10027529,10022891,Investigations,Microbiology and serology investigations,Ureaplasma test positive
10070157,10027529,10022891,Investigations,Microbiology and serology investigations,Bartonella test positive
10070158,10027529,10022891,Investigations,Microbiology and serology investigations,Treponema test positive
10070159,10027529,10022891,Investigations,Microbiology and serology investigations,Chlamydia test positive
10070160,10027529,10022891,Investigations,Microbiology and serology investigations,Mycoplasma test positive
10070162,10027529,10022891,Investigations,Microbiology and serology investigations,Yersinia test positive
10070208,10027529,10022891,Investigations,Microbiology and serology investigations,Influenza B virus test positive
10070211,10027529,10022891,Investigations,Microbiology and serology investigations,Flavivirus test positive
10070213,10027529,10022891,Investigations,Microbiology and serology investigations,Roseolovirus test positive
10070214,10027529,10022891,Investigations,Microbiology and serology investigations,Varicella virus test positive
10070215,10027529,10022891,Investigations,Microbiology and serology investigations,Influenza A virus test positive
10070216,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis A virus test positive
10070217,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis B virus test positive
10070218,10027529,10022891,Investigations,Microbiology and serology investigations,Hepatitis C virus test positive
10070248,10027529,10022891,Investigations,Microbiology and serology investigations,Lentivirus test positive
10070249,10027529,10022891,Investigations,Microbiology and serology investigations,Human rhinovirus test positive
10070250,10027529,10022891,Investigations,Microbiology and serology investigations,Rubivirus test positive
10070251,10027529,10022891,Investigations,Microbiology and serology investigations,Viral titre decreased
10070252,10027529,10022891,Investigations,Microbiology and serology investigations,Viral titre
10070253,10027529,10022891,Investigations,Microbiology and serology investigations,Morbillivirus test positive
10070256,10027529,10022891,Investigations,Microbiology and serology investigations,Viral titre increased
10070269,10027529,10022891,Investigations,Microbiology and serology investigations,Brucella test negative
10070270,10027529,10022891,Investigations,Microbiology and serology investigations,Clostridium test
10070271,10027529,10022891,Investigations,Microbiology and serology investigations,Clostridium test negative
10070272,10027529,10022891,Investigations,Microbiology and serology investigations,Chlamydia test
10070273,10027529,10022891,Investigations,Microbiology and serology investigations,Chlamydia test negative
10070274,10027529,10022891,Investigations,Microbiology and serology investigations,Corynebacterium test
10070277,10027529,10022891,Investigations,Microbiology and serology investigations,Bordetella test
10070278,10027529,10022891,Investigations,Microbiology and serology investigations,Bordetella test negative
10070279,10027529,10022891,Investigations,Microbiology and serology investigations,Borrelia test
10070280,10027529,10022891,Investigations,Microbiology and serology investigations,Borrelia test negative
10070281,10027529,10022891,Investigations,Microbiology and serology investigations,Brucella test
10070323,10027529,10022891,Investigations,Microbiology and serology investigations,Mycobacterium test positive
10070325,10027529,10022891,Investigations,Microbiology and serology investigations,Mycobacterium tuberculosis complex test positive
10070326,10027529,10022891,Investigations,Microbiology and serology investigations,Atypical mycobacterium test positive
10070335,10027529,10022891,Investigations,Microbiology and serology investigations,Respirovirus test positive
10070338,10027529,10022891,Investigations,Microbiology and serology investigations,Parvovirus B19 test positive
10070341,10027529,10022891,Investigations,Microbiology and serology investigations,Poliovirus test positive
10070344,10027529,10022891,Investigations,Microbiology and serology investigations,Lyssavirus test positive
10070347,10027529,10022891,Investigations,Microbiology and serology investigations,Rubulavirus test positive
10070349,10027529,10022891,Investigations,Microbiology and serology investigations,Orthopoxvirus test positive
10070365,10027529,10022891,Investigations,Microbiology and serology investigations,Parvovirus B19 test negative
10070366,10027529,10022891,Investigations,Microbiology and serology investigations,Parvovirus B19 test
